info/source_line,landmark,location,ltr,orientation_in_landmark,sample/original_id,sample/pubmed_id,sample/tissue,sample/tissue_url,sample/provirus_activity,environment,source_name
203,chr1,24838962,3p,R,G13FKHM01BNQP3,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
204,chr1,24840013,3p,F,GXIEMIS01AGCKJ,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
205,chr1,24840287,5p,R,RSHY_106BN_32_061,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
206,chr1,24844135,3p,R,5O55L:00415:01176,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
207,chr1,24847531,3p,R,G13FKHM01AVQTN,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
208,chr1,24967260,3p,R,G13FKHM01B3GB3,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
209,chr1,25098320,3p,R,5O55L:01970:02370,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
210,chr1,25167161,3p,R,5O55L:01272:01076,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
211,chr1,25247478,3p,F,G13FKHM01ALYPR,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
212,chr1,25342213,3p,R,G13FKHM01ANZLL,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
213,chr1,25667719,3p,R,5O55L:02275:01554,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
214,chr1,25669122,3p,F,G13FKHM01AYWIK,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
215,chr1,25670946,3p,R,ID24A3,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
216,chr1,25674664,3p,F,G13FKHM01AVW63,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
217,chr1,25760806,3p,R,IBB2B6,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
218,chr1,25762688,3p,R,G13FKHM01AF0YO,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
219,chr1,25772798,3p,F,G13FKHM01AVV3X,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
220,chr1,25778801,3p,F,G13FKHM01BN0D9,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
221,chr1,25786953,3p,F,GXIEMIS01ATC5J,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
222,chr1,25816458,3p,F,G13FKHM01AN6DX,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
223,chr1,25955456,3p,R,G13FKHM01A993P,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
224,chr1,25956782,3p,F,G13FKHM01BBZNW,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
225,chr1,25960464,3p,R,G13FKHM01AJB4L,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
226,chr1,25962352,3p,F,5O55L:02409:01309,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
227,chr1,25963933,3p,R,5O55L:01338:01578,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
228,chr1,25966456,3p,F,G13FKHM01AYYRN,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
229,chr1,26440431,3p,R,IBB15G9,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
230,chr1,26447034,3p,F,G13FKHM01AT13D,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
231,chr1,26448036,3p,F,5O55L:02378:01965,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
232,chr1,26449319,3p,R,G13FKHM01BO71A,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
233,chr1,26450002,3p,R,G13FKHM01AYFZJ,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
234,chr1,26450622,3p,R,5O55L:02486:01448,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
235,chr1,26540460,3p,R,5O55L:02032:01635,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
236,chr1,26572829,3p,F,G13FKHM01BQVXY,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
237,chr1,26708894,3p,F,G13FKHM01BIGOT,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
238,chr1,26709003,3p,F,5O55L:00417:01878,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
239,chr1,26710352,3p,F,G13FKHM01BE4DY,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
240,chr1,26777773,3p,F,GXIEMIS01BAW5T,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
241,chr1,26788066,3p,F,G13FKHM01A6SZZ,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
242,chr1,26788119,3p,F,G13FKHM01A76VG,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
243,chr1,26841172,3p,F,5O55L:02537:01911,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
244,chr1,27012596,3p,F,GXIEMIS01AL11Q,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
245,chr1,27027170,3p,R,G13FKHM01BYOYE,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
246,chr1,27029175,3p,F,G13FKHM01ATCZB,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
247,chr1,27030017,3p,R,GXIEMIS01BD243,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
248,chr1,27034040,3p,F,G13FKHM01AF6DI,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
249,chr1,27036548,3p,F,5O55L:01101:01720,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
250,chr1,27037846,3p,F,G13FKHM01A3F6F,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
251,chr1,27038795,3p,R,GXIEMIS01BORX7,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
252,chr1,27041991,3p,R,5O55L:02512:01798,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
253,chr1,27044833,3p,F,5O55L:01875:00260,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
254,chr1,27053851,3p,F,GXIEMIS01A7DVR,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
255,chr1,27058452,3p,R,GXIEMIS01BHHLV,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
256,chr1,27058645,3p,F,G13FKHM01AZKOE,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
257,chr1,27061339,3p,F,5O55L:02496:01421,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
258,chr1,27073571,3p,R,G13FKHM01B2816,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
259,chr1,27080392,3p,F,G13FKHM01AOSCN,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
260,chr1,27199786,3p,R,G13FKHM01ARKZN,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
261,chr1,27484392,3p,R,5O55L:02541:01106,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
262,chr1,27565147,3p,F,5O55L:02567:02531,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
263,chr1,27584015,3p,R,5O55L:02400:00678,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
264,chr1,27597633,3p,F,GXIEMIS01AOIVA,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
265,chr1,27600542,5p,F,RSHY_112C_117_054,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
266,chr1,27772025,3p,F,GXIEMIS01A5MYF,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
267,chr1,27774345,3p,R,G13FKHM01AQNBT,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
268,chr1,27783867,3p,R,G13FKHM01AUUK5,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
269,chr1,27784690,3p,F,GXIEMIS01BLSB2,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
270,chr1,27785807,3p,R,G13FKHM01BFTXT,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
271,chr1,27786364,3p,R,G13FKHM01AZ0IF,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
272,chr1,27787279,3p,F,5O55L:00533:00691,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
273,chr1,27792715,3p,F,5O55L:02537:02385,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
274,chr1,27981644,3p,R,5O55L:02455:01250,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
275,chr1,28086110,3p,R,GXIEMIS01AT2SN,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
276,chr1,28137628,3p,F,G13FKHM01A7ND0,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
277,chr1,28326293,3p,F,G13FKHM01ADZ76,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
278,chr1,28346947,3p,F,G13FKHM01AD3ES,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
279,chr1,28355594,3p,R,GXIEMIS01A7K3J,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
280,chr1,28355918,3p,F,GXIEMIS01BZUNM,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
281,chr1,28358689,3p,F,G13FKHM01A1E5L,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
282,chr1,28370077,3p,F,G13FKHM01A3J8E,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
283,chr1,28385720,3p,F,ID12H9,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
284,chr1,28391216,3p,F,5O55L:02497:01488,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
285,chr1,28394706,3p,F,G13FKHM01B3YH2,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
286,chr1,28401225,3p,F,G13FKHM01BSEFX,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
287,chr1,28401266,3p,F,5O55L:00689:02214,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
288,chr1,28401532,3p,F,5O55L:01124:01212,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
289,chr1,28566339,3p,R,5O55L:02063:00344,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
290,chr1,28656655,3p,F,5O55L:01965:01536,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
291,chr1,28700435,3p,F,G13FKHM01BEHY4,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
292,chr1,28715867,3p,R,IBB2E3,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
293,chr1,28944968,3p,R,5O55L:01672:01977,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
294,chr1,29077014,3p,R,GXIEMIS01AMBOZ,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
295,chr1,29081784,3p,F,GXIEMIS01BELOT,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
296,chr1,29084595,3p,F,5O55L:01831:02185,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
297,chr1,29254978,3p,R,G13FKHM01A377K,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
298,chr1,29264893,3p,F,GXIEMIS01A1PH4,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
299,chr1,29265446,3p,R,GXIEMIS01BAMS5,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
300,chr1,29268602,3p,R,5O55L:00837:00220,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
301,chr1,29275052,3p,F,GXIEMIS01BCZ2X,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
302,chr1,29277409,3p,F,G13FKHM01BGJV4,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
303,chr1,29312906,3p,F,G13FKHM01BHNMA,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
304,chr1,29314417,3p,R,G13FKHM01AY2N5,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
305,chr1,29384005,3p,F,GXIEMIS01A3CI6,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
306,chr1,29386669,3p,F,GXIEMIS01A9KTK,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
307,chr1,29408988,3p,R,ID6B7,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
308,chr1,31458081,3p,R,ID24C3,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
309,chr1,31460016,3p,F,5O55L:02295:00584,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
310,chr1,31464688,3p,F,GXIEMIS01A2219,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
311,chr1,31467548,3p,R,5O55L:01186:02499,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
312,chr1,31471963,3p,R,GXIEMIS01AYVY1,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
313,chr1,31489899,3p,R,GXIEMIS01APD49,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
314,chr1,31497249,3p,F,5O55L:02389:00992,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
315,chr1,31500780,3p,R,G13FKHM01BUOTC,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
316,chr1,31747783,3p,R,5O55L:01099:00667,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
317,chr1,31828899,3p,R,5O55L:01217:02328,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
318,chr1,32244411,3p,R,5O55L:02542:02133,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
319,chr1,32321296,3p,R,G13FKHM01BPOLT,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
320,chr1,32332579,3p,R,5O55L:02575:01505,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
321,chr1,32371774,3p,F,5O55L:01706:01703,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
322,chr1,32376854,3p,F,5O55L:00871:00738,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
323,chr1,32377476,3p,F,GXIEMIS01AI879,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
324,chr1,32377483,3p,F,G13FKHM01BH37X,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
325,chr1,32380300,3p,R,G13FKHM01AH0IH,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
326,chr1,32386728,3p,R,G13FKHM01BSWZY,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
327,chr1,32390173,3p,R,5O55L:02452:01531,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
328,chr1,32391999,3p,F,G13FKHM01AXQRS,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
329,chr1,32392469,3p,R,G13FKHM01BMIMA,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
330,chr1,32395159,3p,R,G13FKHM01AX0MK,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
331,chr1,32396524,3p,F,G13FKHM01BEOW3,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
332,chr1,32397602,3p,R,G13FKHM01AESMJ,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
333,chr1,32488053,3p,R,IBB7B08,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
334,chr1,32497412,3p,R,G13FKHM01AKNUZ,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
335,chr1,32593228,3p,F,5O55L:01240:01169,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
336,chr1,32602568,3p,F,G13FKHM01B1FUY,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
337,chr1,32605181,3p,R,GXIEMIS01AULEW,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
338,chr1,32655121,5p,F,272_Mixed_022,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,expressed,"in vitro",SherrillMix-2013
339,chr1,32719753,3p,R,G13FKHM01ANA5B,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
340,chr1,32719801,3p,R,G13FKHM01BFQ6M,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
341,chr1,32721282,3p,F,GXIEMIS01BHA75,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
342,chr1,32725816,3p,R,5O55L:02326:01019,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
343,chr1,32728527,3p,F,5O55L:00710:01367,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
344,chr1,32729322,3p,F,G13FKHM01AFNSW,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
345,chr1,32730083,3p,F,G13FKHM01BU3JV,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
346,chr1,32749458,3p,R,G13FKHM01A68YK,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
347,chr1,32760873,3p,F,G13FKHM01BGWKY,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
348,chr1,32776537,3p,R,G13FKHM01A89FQ,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
349,chr1,33027835,3p,F,5O55L:02530:01869,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
350,chr1,33091303,3p,F,G13FKHM01BHRZI,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
351,chr1,33123089,3p,R,5O55L:02282:00596,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
352,chr1,33123781,3p,F,5O55L:02242:02675,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
353,chr1,33125412,3p,R,G13FKHM01BWOVN,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
354,chr1,33254998,3p,F,G13FKHM01BU95M,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
355,chr1,33295677,3p,R,G13FKHM01AY8L6,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
356,chr1,33311283,3p,R,G13FKHM01AMU1U,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
357,chr1,33316093,3p,R,GXIEMIS01BHW49,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
358,chr1,33413546,3p,R,G13FKHM01A41P9,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
359,chr1,33493450,3p,F,5O55L:01721:00761,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
360,chr1,34242380,3p,R,5O55L:00176:00520,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
361,chr1,34636785,3p,F,G13FKHM01BEII4,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
362,chr1,35112006,3p,R,5O55L:00185:01123,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
363,chr1,35242146,3p,R,5O55L:02252:00580,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
364,chr1,35483197,3p,R,GXIEMIS01BKBAX,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
365,chr1,35546407,3p,R,G13FKHM01APKEM,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
366,chr1,35552359,3p,F,5O55L:00522:00219,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
367,chr1,35774000,3p,R,5O55L:02236:02003,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
368,chr1,35779621,3p,R,G13FKHM01BPZ7W,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
369,chr1,35790796,3p,R,5O55L:02528:02612,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
370,chr1,35809063,3p,F,IBB14E11,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
371,chr1,35871753,3p,R,IBB7G05,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
372,chr1,35877648,3p,R,G13FKHM01BUULU,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
