chromosome,gene,location,ltr,ncbi_gene_id,note,orientation_in_gene,orientation_in_reference,sample/original_id,sample/pubmed_id,source_name
7,JHDM1D,139815656,5p,80853,,R,F,AB256342.1,17262715,NCI-RID
19,OLFM2,9981963,5p,93145,,R,R,AB256343.1,17262715,NCI-RID
3,SHISA5,48536900,5p,51246,,R,R,AB256344.1,17262715,NCI-RID
17,STRADA,61810396,5p,92335,,R,R,AB256345.1,17262715,NCI-RID
19,VAV1,6838138,5p,7409,,F,R,AB256346.1,17262715,NCI-RID
6,,30738851,5p,,,,F,AB256347.1,17262715,NCI-RID
22,,19844918,5p,,,,R,AB256348.1,17262715,NCI-RID
19,CCDC106,56161823,5p,29903,,F,F,AB256349.1,17262715,NCI-RID
11,,118710843,5p,,,,F,AB256350.1,17262715,NCI-RID
19,RPSAP58,23968167,5p,,,F,F,AB256351.1,17262715,NCI-RID
7,CARD11,3066833,5p,84433,,R,R,AB256352.1,17262715,NCI-RID
19,PPP5D1,47090015,5p,100506012,,R,F,AB256353.1,17262715,NCI-RID
1,WASF2,27802685,5p,10163,,R,F,AB256354.1,17262715,NCI-RID
1,NADK,1705810,5p,65220,,R,F,AB256355.1,17262715,NCI-RID
19,SCAMP4,1910795,5p,113178,,F,F,AB256356.1,17262715,NCI-RID
15,SIN3A,75693796,5p,25942,,R,R,AB256357.1,17262715,NCI-RID
19,GNA15,3143794,5p,2769,,F,R,AB256358.1,17262715,NCI-RID
17,STAT5B,40395643,5p,6777,,R,R,AB256359.1,17262715,NCI-RID
12,RASSF3,65022775,5p,283349,,F,R,AB256360.1,17262715,NCI-RID
3,HEMK1,50615254,5p,51409,,F,R,AB256361.1,17262715,NCI-RID
5,NSUN2,6628123,5p,54888,,R,R,AB256362.1,17262715,NCI-RID
20,PRPF6,62638067,5p,24148,,F,R,AB256363.1,17262715,NCI-RID
16,CYLD,50807061,5p,1540,,F,R,AB256364.1,17262715,NCI-RID
3,,16350689,5p,,,,F,AB256365.1,17262715,NCI-RID
8,SLC20A2,42367015,5p,6575,,R,F,AB256366.1,17262715,NCI-RID
17,DNAJC7,40160776,5p,7266,,R,R,AB256367.1,17262715,NCI-RID
2,DOCK10,225768976,5p,55619,,R,F,AB256368.1,17262715,NCI-RID
9,GLE1,131294177,5p,2733,,F,F,AB256369.1,17262715,NCI-RID
17,USP32,58264979,5p,84669,,R,F,AB256370.1,17262715,NCI-RID
20,RBL1,35710474,5p,5933,,R,F,AB256371.1,17262715,NCI-RID
11,KDM2A,67004723,5p,22992,,F,F,AB256372.1,17262715,NCI-RID
19,ZNF708,21500143,5p,7562,,R,F,AB256373.1,17262715,NCI-RID
20,TOP1,39663515,5p,7150,,F,F,AB256374.1,17262715,NCI-RID
8,,126986564,5p,,,,R,AB256375.1,17262715,NCI-RID
12,ATF7IP,14565521,5p,55729,,F,R,AB256376.1,17262715,NCI-RID
19,ZNF526,42729086,5p,116115,,F,F,AB256377.1,17262715,NCI-RID
1,LINC00623,144335470,5p,728855,,R,F,AB256378.1,17262715,NCI-RID
14,MAPK1IP1L,55525785,5p,93487,,F,R,AB256379.1,17262715,NCI-RID
2,KDM3A,86713791,5p,55818,,F,R,AB256380.1,17262715,NCI-RID
19,RPS11,50001496,5p,6205,,F,R,AB256381.1,17262715,NCI-RID
2,,113436542,5p,,,,R,AB256382.1,17262715,NCI-RID
1,PUM1,31496959,5p,9698,,R,F,AB256383.1,17262715,NCI-RID
18,,52563777,5p,,,,F,AB256384.1,17262715,NCI-RID
12,PXN,120671993,5p,5829,,R,F,AB256385.1,17262715,NCI-RID
13,PCCA,100851727,5p,5095,,F,F,AB256386.1,17262715,NCI-RID
7,,150316752,5p,,,,R,AB256387.1,17262715,NCI-RID
22,MYH9,36738456,5p,4627,,R,F,AB256388.1,17262715,NCI-RID
12,RAP1B,69025215,5p,5908,,F,R,AB256389.1,17262715,NCI-RID
22,MED15,20877753,5p,51586,,F,R,AB256390.1,17262715,NCI-RID
8,TRAPPC9,141352995,5p,83696,,R,F,AB256391.1,17262715,NCI-RID
1,CDC14A,100860318,5p,8556,,F,F,AB256392.1,17262715,NCI-RID
12,LOC100288798,46855065,5p,100288798,,F,F,AB256393.1,17262715,NCI-RID
1,,207054912,5p,,,,F,AB256394.1,17262715,NCI-RID
22,DGCR2,19080327,5p,9993,,R,F,AB256395.1,17262715,NCI-RID
7,BCAP29,107234279,5p,55973,,F,R,AB256396.1,17262715,NCI-RID
11,GANAB,62410412,5p,23193,,R,R,AB256397.1,17262715,NCI-RID
20,TOP1,39663515,5p,7150,,F,F,AB256398.1,17262715,NCI-RID
1,PHACTR4,28817168,5p,65979,,F,R,AB256399.1,17262715,NCI-RID
16,CBFB,67097306,5p,865,,F,R,AB256400.1,17262715,NCI-RID
19,,6884615,5p,,,,F,AB256401.1,17262715,NCI-RID
3,APEH,49720636,5p,327,,F,F,AB256402.1,17262715,NCI-RID
17,FAM222B,27137334,5p,55731,,R,F,AB256403.1,17262715,NCI-RID
15,,85211446,5p,,,,R,AB256404.1,17262715,NCI-RID
20,RBM12,34250190,5p,10137,,R,R,AB256405.1,17262715,NCI-RID
16,CBFB,67082053,5p,865,,F,R,AB256406.1,17262715,NCI-RID
11,NUMA1,71742451,5p,4926,,R,F,AB256407.1,17262715,NCI-RID
14,CEP128,81372501,5p,145508,,R,F,AB256408.1,17262715,NCI-RID
20,KIF3B,30892833,5p,9371,,F,F,AB256409.1,17262715,NCI-RID
22,SFI1,31900899,5p,9814,,F,R,AB256410.1,17262715,NCI-RID
17,TNRC6C,76054719,5p,57690,,F,R,AB256411.1,17262715,NCI-RID
17,STAT5B,40406788,5p,6777,,R,R,AB256412.1,17262715,NCI-RID
2,NFU1,69645923,5p,27247,,R,F,AB256413.1,17262715,NCI-RID
12,DUSP16,12643957,5p,80824,,R,R,AB256414.1,17262715,NCI-RID
7,CARD11,2993625,5p,84433,,R,R,AB256415.1,17262715,NCI-RID
17,STAT5B,40411332,5p,6777,,R,R,AB256416.1,17262715,NCI-RID
6,,31258183,5p,,,,F,AB256417.1,17262715,NCI-RID
19,LOC100996307,43018770,5p,100996307,,F,F,AB256418.1,17262715,NCI-RID
9,GAPVD1,128030240,5p,26130,,F,R,AB256419.1,17262715,NCI-RID
3,SNX4,125222378,5p,8723,,R,F,AB256420.1,17262715,NCI-RID
3,ARHGEF3,56800202,5p,50650,,R,F,AB256421.1,17262715,NCI-RID
17,STAT5B,40411332,5p,6777,,R,R,AB256422.1,17262715,NCI-RID
17,TAOK1,27797701,5p,57551,,F,R,AB256423.1,17262715,NCI-RID
15,SPG11,44942040,5p,80208,,R,R,AB256424.1,17262715,NCI-RID
1,GATAD2B,153882422,5p,57459,,R,F,AB256425.1,17262715,NCI-RID
19,,30323126,5p,,,,F,AB256426.1,17262715,NCI-RID
20,TCFL5,61486452,5p,10732,,R,R,AB256427.1,17262715,NCI-RID
19,SMG9,44255995,5p,56006,,R,R,AB256428.1,17262715,NCI-RID
6,ABCF1,30542833,5p,23,,F,F,AB256429.1,17262715,NCI-RID
11,SF3B2,65823773,5p,10992,,F,R,AB256430.1,17262715,NCI-RID
1,TAF12,28964156,5p,6883,,R,R,AB256431.1,17262715,NCI-RID
19,SAMD4B,39848998,5p,55095,,F,R,AB256432.1,17262715,NCI-RID
12,SOX5,24490220,5p,6660,,R,R,AB256433.1,17262715,NCI-RID
17,STAT5B,40411332,5p,6777,,R,R,AB256434.1,17262715,NCI-RID
12,SOX5,24490220,5p,6660,,R,R,AB256435.1,17262715,NCI-RID
14,,104343971,5p,,,,F,AB256436.1,17262715,NCI-RID
17,APPBP2,58594086,5p,10513,,R,R,AB256437.1,17262715,NCI-RID
15,VWA9,65895001,5p,81556,,R,F,AB256438.1,17262715,NCI-RID
17,NF1,29573450,5p,4763,,F,F,AB256439.1,17262715,NCI-RID
6,BACH2,90762555,5p,60468,,R,R,AB256440.1,17262715,NCI-RID
7,,65519653,5p,,,,F,AB256441.1,17262715,NCI-RID
2,,120475209,5p,,,,R,AB256442.1,17262715,NCI-RID
6,BACH2,90728723,5p,60468,,R,R,AB256443.1,17262715,NCI-RID
17,STAT5B,40411332,5p,6777,,R,R,AB256444.1,17262715,NCI-RID
6,BACH2,90760525,5p,60468,,R,R,AB256445.1,17262715,NCI-RID
15,CSNK1G1,64630590,5p,53944,,R,F,AB256446.1,17262715,NCI-RID
17,GRB2,73396708,5p,2885,,R,F,AB256447.1,17262715,NCI-RID
6,BACH2,90760525,5p,60468,,R,R,AB256448.1,17262715,NCI-RID
17,STAT5B,40411332,5p,6777,,R,R,AB256449.1,17262715,NCI-RID
17,STAT5B,40411332,5p,6777,,R,R,AB256450.1,17262715,NCI-RID
2,FARP2,242344487,5p,9855,,F,R,AB256451.1,17262715,NCI-RID
17,RPTOR,78601774,5p,57521,,F,R,AB256452.1,17262715,NCI-RID
12,,57729654,5p,,,,F,AB256453.1,17262715,NCI-RID
19,RASAL3,15571703,5p,64926,,R,F,AB256454.1,17262715,NCI-RID
12,FBRSL1,133091037,5p,57666,,F,F,AB256455.1,17262715,NCI-RID
17,STAT5B,40411332,5p,6777,,R,R,AB256456.1,17262715,NCI-RID
16,PRKCB,23884544,5p,5579,,F,R,AB256457.1,17262715,NCI-RID
17,STAT5B,40411332,5p,6777,,R,R,AB256458.1,17262715,NCI-RID
5,SCAMP1,77671489,5p,9522,,F,F,AB256459.1,17262715,NCI-RID
7,CROT,87002548,5p,54677,,F,F,AB256460.1,17262715,NCI-RID
8,ZNF251,145975693,5p,90987,,R,F,AB256461.1,17262715,NCI-RID
16,NOD2,50753403,5p,64127,,F,F,AB256462.1,17262715,NCI-RID
8,PLEC,145034173,5p,5339,,R,F,AB256463.1,17262715,NCI-RID
6,ZNRD1-AS1,30017074,5p,80862,,R,F,AB256464.1,17262715,NCI-RID
5,,171100280,5p,,,,F,AB256465.1,17262715,NCI-RID
17,EXOC7,74091767,5p,23265,,R,F,AB256466.1,17262715,NCI-RID
20,RBM39,34297713,5p,9584,,R,R,AB256467.1,17262715,NCI-RID
4,STIM2,26983623,5p,57620,,F,R,AB256468.1,17262715,NCI-RID
11,LOC100133315,71619423,5p,,,R,R,AB256469.1,17262715,NCI-RID
12,TMEM116,112441862,5p,89894,,R,R,AB256470.1,17262715,NCI-RID
X,,118668277,5p,,,,F,AB256471.1,17262715,NCI-RID
11,MPZL3,118117514,5p,196264,,R,R,AB256472.1,17262715,NCI-RID
15,HERC2P2,23320566,5p,,,R,R,AB256473.1,17262715,NCI-RID
17,STAT5B,40411332,5p,6777,,R,R,AB256474.1,17262715,NCI-RID
16,METTL9,21626834,5p,51108,,F,F,AB256475.1,17262715,NCI-RID
17,TAOK1,27775751,5p,57551,,F,F,AB256476.1,17262715,NCI-RID
X,ARHGEF6,135828838,5p,9459,,R,F,AB256477.1,17262715,NCI-RID
14,BTBD7,93727286,5p,55727,,R,R,AB256478.1,17262715,NCI-RID
1,RAP1A,112183450,5p,5906,,F,R,AB256479.1,17262715,NCI-RID
7,UBE3C,156949548,5p,9690,,F,F,AB256480.1,17262715,NCI-RID
12,SOX5,24490220,5p,6660,,R,R,AB256481.1,17262715,NCI-RID
12,DUSP16,12643957,5p,80824,,R,R,AB256482.1,17262715,NCI-RID
10,ADK,76224938,5p,132,,F,R,AB256483.1,17262715,NCI-RID
6,BACH2,90751962,5p,60468,,R,R,AB256484.1,17262715,NCI-RID
17,STAT5B,40411332,5p,6777,,R,R,AB256485.1,17262715,NCI-RID
16,ITFG3,305344,5p,83986,,F,R,AB256486.1,17262715,NCI-RID
17,STAT5B,40406788,5p,6777,,R,R,AB256487.1,17262715,NCI-RID
10,PRKCQ,6557711,5p,5588,,R,R,AB256488.1,17262715,NCI-RID
17,STAT5B,40411332,5p,6777,,R,R,AB256489.1,17262715,NCI-RID
9,TRAF2,139785955,5p,7186,,F,R,AB256490.1,17262715,NCI-RID
5,DOCK2,169102339,5p,1794,,F,R,AB256491.1,17262715,NCI-RID
4,FAM193A,2730241,5p,8603,,F,R,AB256492.1,17262715,NCI-RID
22,ATXN10,46085040,5p,25814,,F,R,AB256493.1,17262715,NCI-RID
7,ADCY1,45737219,5p,107,,F,F,AB256494.1,17262715,NCI-RID
12,,127568290,5p,,,,R,AB256495.1,17262715,NCI-RID
12,SOX5,24490220,5p,6660,,R,R,AB256496.1,17262715,NCI-RID
10,,42380243,5p,,,,F,AB256497.1,17262715,NCI-RID
17,STAT5B,40398191,5p,6777,,R,R,AB256498.1,17262715,NCI-RID
X,MECP2,153353336,5p,4204,,R,F,AB256499.1,17262715,NCI-RID
19,ARHGAP35,47463828,5p,2909,,F,R,AB256500.1,17262715,NCI-RID
1,LINC00623,144335273,5p,728855,,R,F,AB256501.1,17262715,NCI-RID
17,STAT5B,40398191,5p,6777,,R,R,AB256502.1,17262715,NCI-RID
8,,145077623,5p,,,,F,AB256503.1,17262715,NCI-RID
1,NADK,1700290,5p,65220,,R,F,AB256504.1,17262715,NCI-RID
9,,139296085,5p,,,,R,AB256505.1,17262715,NCI-RID
2,,124162125,5p,,,,F,AB256506.1,17262715,NCI-RID
1,ARID1A,27031943,5p,8289,,F,R,AB256507.1,17262715,NCI-RID
1,ZBTB17,16292676,5p,7709,,R,R,AB256508.1,17262715,NCI-RID
11,C2CD2L,118981923,5p,9854,,F,F,AB256509.1,17262715,NCI-RID
18,,18518594,5p,,,,F,AB256510.1,17262715,NCI-RID
14,,22521653,5p,,,,F,AB256511.1,17262715,NCI-RID
11,,62324496,5p,,,,F,AB256512.1,17262715,NCI-RID
10,RRP12,99123642,5p,23223,,R,F,AD-1_AY255019.1,12843741,NCI-RID
20,TOP1,39737739,5p,7150,,F,F,AD-2_AY255020.1,12843741,NCI-RID
1,,65483334,5p,,,,F,AD-3_AY255021.1,12843741,NCI-RID
19,,47391249,5p,,,,F,AD-4_AY255022.1,12843741,NCI-RID
17,SSH2,28017849,5p,85464,,R,F,AD-5_AY255023.1,12843741,NCI-RID
9,SETX,135208004,5p,23064,,R,R,AD-6_AY255024.1,12843741,NCI-RID
1,SDHB,17362548,5p,6390,,R,F,AD-7_AY255025.1,12843741,NCI-RID
15,CHD2,93556469,5p,1106,,F,F,AD-8_AY255026.1,12843741,NCI-RID
12,TBC1D15,72291023,5p,64786,,F,R,AD-9_AY255027.1,12843741,NCI-RID
16,ANKRD11,89479984,5p,29123,,R,F,AD-10_AY255028.1,12843741,NCI-RID
2,,38996372,5p,,,,F,AD-11_AY255029.1,12843741,NCI-RID
17,CNTD1,40963482,5p,124817,,F,F,AD-12_AY255030.1,12843741,NCI-RID
11,,62517006,5p,,,,R,AD-13_AY255031.1,12843741,NCI-RID
16,MKL2,14310479,5p,57496,,F,F,AD-14_AY253282.1,12843741,NCI-RID
19,SCAMP4,1911455,5p,113178,,F,F,AD-15_AY255032.1,12843741,NCI-RID
1,,27972042,5p,,,,R,AL-1_AY255010.1,12843741,NCI-RID
2,DIS3L2,233034855,5p,129563,,F,R,AL-2_AY255011.1,12843741,NCI-RID
11,ANKRD13D,67063662,5p,338692,,F,R,AL-3_AY255012.1,12843741,NCI-RID
7,FOXK1,4734754,5p,221937,,F,F,AL-4_AY255013.1,12843741,NCI-RID
4,ANKRD17,74043424,5p,26057,,R,F,AL-5_AY255014.1,12843741,NCI-RID
2,,128602016,5p,,,,F,AL-6_AY253272.1,12843741,NCI-RID
19,FLT3LG,49984278,5p,2323,,F,F,AL-7_AY253274.1,12843741,NCI-RID
19,ZNF331,54039861,5p,55422,,F,R,AL-8_AY253275.1,12843741,NCI-RID
1,KIAA0319L,35986802,5p,79932,,R,R,AL-9_AY253276.1,12843741,NCI-RID
12,AEBP2,19645761,5p,121536,,F,R,AL-10_AY253277.1,12843741,NCI-RID
12,,47725190,5p,,,,R,AL-11_AY253278.1,12843741,NCI-RID
6,BACH2,90745508,5p,60468,,R,R,AL-12_AY255015.1,12843741,NCI-RID
11,PIK3C2A,17163574,5p,5286,,R,F,AL-13_AY255016.1,12843741,NCI-RID
15,CYP19A1,51508682,5p,1588,,R,F,AL-14_AY253281.1,12843741,NCI-RID
1,INPP5B,38381833,5p,3633,,R,R,AL-15_AY255017.1,12843741,NCI-RID
19,SAE1,47659738,5p,10055,,F,F,AL-16_AY253280.1,12843741,NCI-RID
3,TBC1D5,17443685,5p,9779,,R,F,AL-17_AY255018.1,12843741,NCI-RID
4,,184274550,5p,,,,R,AL-18_AY253279.1,12843741,NCI-RID
X,,42797194,5p,,,,R,AL-19_AY255830.1,12843741,NCI-RID
16,LUC7L,258614,5p,55692,,R,F,C-1_AY253273.1,12843741,NCI-RID
12,ATF7,54006736,5p,11016,,R,F,C-2_AY255033.1,12843741,NCI-RID
6,RUNX2,45481312,5p,860,,F,R,C-3_AY255034.1,12843741,NCI-RID
1,VPS45,150092532,3p,11311,,F,F,PT1_Y11.4,24968937,NCI-RID
9,GTF3C4,135553991,3p,9329,,F,F,PT5_Y14.5,24968937,NCI-RID
6,RPS10-NUDT3,34304897,5p,100529239,,R,R,PT1_Y11.4,24968937,NCI-RID
1,RPRD2,150395416,5p,23248,,F,F,PT1_Y0.2,24968937,NCI-RID
16,CBFB,67066122,3p,865,,F,R,PT1_Y11.4,24968937,NCI-RID
6,BACH2,90783866,5p,60468,,R,R,PT1_Y11.4,24968937,NCI-RID
2,,192508579,3p,,,,F,PT2_Y12.9,24968937,NCI-RID
4,KIAA0922,154435233,3p,23240,,F,F,PT3_Y7.2,24968937,NCI-RID
17,ULK2,19767334,3p,9706,,R,F,PT1_Y11.4,24968937,NCI-RID
12,SLC38A1,46595029,3p,81539,,R,F,PT2_Y12.9,24968937,NCI-RID
6,BACH2,90899777,3p,60468,,R,R,PT1_Y0.2,24968937,NCI-RID
3,VPRBP,51484268,5p,9730,,R,R,PT1_Y0.2,24968937,NCI-RID
3,RBM15B,51434777,5p,29890,,F,R,PT1_Y11.4,24968937,NCI-RID
3,RBM15B,51434777,5p,29890,,F,R,PT1_Y11.4,24968937,NCI-RID
22,SFI1,31927174,5p,9814,,F,R,PT1_Y11.4,24968937,NCI-RID
22,SFI1,31927174,5p,9814,,F,R,PT1_Y11.4,24968937,NCI-RID
19,,13275517,3p,,,,F,PT1_Y11.4,24968937,NCI-RID
7,OSBPL3,24990855,5p,26031,,R,R,PT1_Y11.4,24968937,NCI-RID
19,MOB3A,2092508,3p,126308,,R,F,PT5_Y14.5,24968937,NCI-RID
17,NARF,80421451,3p,26502,,F,F,PT1_Y11.4,24968937,NCI-RID
2,,14904684,3p,,,,R,PT3_Y7.2,24968937,NCI-RID
11,ATM,108181338,5p,472,,F,R,PT1_Y11.4,24968937,NCI-RID
1,SETDB1,150916189,3p,9869,,F,F,PT1_Y11.4,24968937,NCI-RID
6,BACH2,90725892,5p,60468,,R,R,PT1_Y11.4,24968937,NCI-RID
6,BACH2,90725892,5p,60468,,R,R,PT1_Y11.4,24968937,NCI-RID
19,DOT1L,2185796,5p,84444,,F,R,PT1_Y4.8,24968937,NCI-RID
14,KIAA0391,35685806,3p,9692,,F,R,PT1_Y11.4,24968937,NCI-RID
5,,109702534,3p,,,,F,PT1_Y0.2,24968937,NCI-RID
6,TCF19,31131661,3p,6941,,F,R,PT1_Y11.4,24968937,NCI-RID
12,C12ORF23,107353077,3p,90488,,F,R,PT4_Y12.2,24968937,NCI-RID
12,C12ORF23,107353077,3p,90488,,F,R,PT4_Y12.2,24968937,NCI-RID
7,ADAM22,87599365,3p,53616,,F,R,PT1_Y11.4,24968937,NCI-RID
6,C6ORF106,34647892,3p,64771,,R,R,PT1_Y11.4,24968937,NCI-RID
14,VRK1,97296489,5p,7443,,F,R,PT1_Y11.4,24968937,NCI-RID
1,PDE4DIP,144929226,3p,9659,,R,R,PT1_Y11.4,24968937,NCI-RID
6,PCMT1,150093287,5p,5110,,F,R,PT1_Y11.4,24968937,NCI-RID
17,MPRIP,16970031,3p,23164,,F,R,PT3_Y7.2,24968937,NCI-RID
19,MYO9B,17308365,3p,4650,,F,R,PT4_Y12.2,24968937,NCI-RID
19,FCHO1,17875949,3p,23149,,F,F,PT5_Y14.5,24968937,NCI-RID
16,NFATC3,68130647,5p,4775,,F,R,PT1_Y11.4,24968937,NCI-RID
12,,4295561,3p,,,,R,PT3_Y7.2,24968937,NCI-RID
3,,15294446,3p,,,,F,PT3_Y7.2,24968937,NCI-RID
1,WDR26,224614571,3p,80232,,R,R,PT1_Y0.2,24968937,NCI-RID
11,LOC100996467,65271074,3p,,,R,R,PT1_Y11.4,24968937,NCI-RID
17,TAOK1,27877735,5p,57551,,F,R,PT1_Y11.4,24968937,NCI-RID
10,,44281353,5p,,,,R,PT1_Y11.4,24968937,NCI-RID
X,AP1S2,15858834,3p,8905,,R,F,PT1_Y11.4,24968937,NCI-RID
1,ATP6V1G3,198506789,3p,127124,,R,R,PT1_Y11.4,24968937,NCI-RID
1,ATP6V1G3,198506789,3p,127124,,R,R,PT1_Y11.4,24968937,NCI-RID
1,ATP6V1G3,198506789,3p,127124,,R,R,PT1_Y11.4,24968937,NCI-RID
1,ATP6V1G3,198506789,3p,127124,,R,R,PT1_Y11.4,24968937,NCI-RID
1,ATP6V1G3,198506789,3p,127124,,R,R,PT1_Y11.4,24968937,NCI-RID
1,ATP6V1G3,198506789,3p,127124,,R,R,PT1_Y11.4,24968937,NCI-RID
1,ATP6V1G3,198506789,3p,127124,,R,R,PT1_Y11.4,24968937,NCI-RID
19,SAE1,47655988,3p,10055,,F,F,PT1_Y11.4,24968937,NCI-RID
16,ZC3H18,88652099,3p,124245,,F,F,PT1_Y11.4,24968937,NCI-RID
9,FNBP1,132777706,5p,23048,,R,R,PT1_Y11.4,24968937,NCI-RID
15,DENND4A,66070410,5p,10260,,R,F,PT1_Y4.8,24968937,NCI-RID
9,KIAA2026,6001946,3p,158358,,R,R,PT1_Y0.2,24968937,NCI-RID
9,KIAA2026,6001946,3p,158358,,R,R,PT1_Y0.2,24968937,NCI-RID
9,KIAA2026,6001946,3p,158358,,R,R,PT1_Y0.2,24968937,NCI-RID
9,KIAA2026,6001946,3p,158358,,R,R,PT1_Y0.2,24968937,NCI-RID
1,GPSM2,109443124,3p,29899,,F,R,PT1_Y11.4,24968937,NCI-RID
16,RBBP6,24562540,3p,5930,,F,R,PT1_Y11.4,24968937,NCI-RID
18,C18ORF25,43813346,5p,147339,,F,R,PT1_Y11.4,24968937,NCI-RID
20,RNF24,3961150,3p,11237,,R,R,PT1_Y4.8,24968937,NCI-RID
16,ZNF267,31900036,3p,10308,,F,R,PT1_Y11.4,24968937,NCI-RID
X,TKTL1,153558489,3p,8277,,F,R,PT3_Y7.2,24968937,NCI-RID
19,ZFP82,36896167,3p,284406,,R,F,PT4_Y12.2,24968937,NCI-RID
15,FAM214A,52894767,5p,56204,,R,F,PT1_Y11.4,24968937,NCI-RID
15,FAM214A,52894767,5p,56204,,R,F,PT1_Y11.4,24968937,NCI-RID
17,SMARCE1,38799819,3p,6605,,R,R,PT5_Y14.5,24968937,NCI-RID
4,NFKB1,103429720,3p,4790,,F,R,PT4_Y12.2,24968937,NCI-RID
X,MTM1,149827578,5p,4534,,F,R,PT1_Y11.4,24968937,NCI-RID
17,MED13,60044806,3p,9969,,R,F,PT4_Y12.2,24968937,NCI-RID
22,UBE2L3,21955764,3p,7332,,F,R,PT3_Y7.2,24968937,NCI-RID
14,BCL11B,99695552,3p,64919,,R,F,PT1_Y11.4,24968937,NCI-RID
14,BCL11B,99695552,3p,64919,,R,F,PT1_Y11.4,24968937,NCI-RID
16,WDR90,713724,3p,197335,,F,R,PT4_Y12.2,24968937,NCI-RID
1,,117329507,3p,,,,R,PT1_Y0.2,24968937,NCI-RID
2,THADA,43811727,5p,63892,,R,F,PT1_Y4.8,24968937,NCI-RID
15,PATL2,44962782,3p,197135,,R,R,PT1_Y4.8,24968937,NCI-RID
7,,105717174,3p,,,,F,PT1_Y0.2,24968937,NCI-RID
3,ZBTB20,114543432,3p,26137,,R,R,PT1_Y0.2,24968937,NCI-RID
12,ETV6,12020890,5p,2120,,F,F,PT1_Y0.2,24968937,NCI-RID
17,PRKAR1A,66524287,3p,5573,,F,R,PT4_Y12.2,24968937,NCI-RID
2,PKP4,159370503,3p,8502,,F,F,PT1_Y11.4,24968937,NCI-RID
16,PRKCB,23946910,3p,5579,,F,F,PT3_Y7.2,24968937,NCI-RID
6,BACH2,90750365,5p,60468,,R,R,PT1_Y11.4,24968937,NCI-RID
6,C6ORF106,34653953,3p,64771,,R,R,PT1_Y0.2,24968937,NCI-RID
22,APOBEC3G,39482729,3p,60489,,F,R,PT1_Y11.4,24968937,NCI-RID
22,APOBEC3G,39482729,3p,60489,,F,R,PT1_Y11.4,24968937,NCI-RID
22,APOBEC3G,39482729,3p,60489,,F,R,PT1_Y11.4,24968937,NCI-RID
22,APOBEC3G,39482729,3p,60489,,F,R,PT1_Y11.4,24968937,NCI-RID
22,APOBEC3G,39482729,3p,60489,,F,R,PT1_Y11.4,24968937,NCI-RID
X,STAG2,123105625,3p,10735,,F,F,PT1_Y11.4,24968937,NCI-RID
19,GATAD2A,19544919,3p,54815,,F,F,PT1_Y4.8,24968937,NCI-RID
18,PSMA8,23719147,3p,143471,,F,R,PT4_Y12.2,24968937,NCI-RID
11,FAM168A,73217928,3p,23201,,R,R,PT4_Y12.2,24968937,NCI-RID
3,SETD2,47095792,5p,29072,,R,R,PT1_Y11.4,24968937,NCI-RID
9,NAIF1,130827432,3p,203245,,R,R,PT1_Y11.4,24968937,NCI-RID
9,NAIF1,130827432,3p,203245,,R,R,PT1_Y11.4,24968937,NCI-RID
9,NAIF1,130827432,3p,203245,,R,R,PT1_Y11.4,24968937,NCI-RID
9,NAIF1,130827432,3p,203245,,R,R,PT1_Y11.4,24968937,NCI-RID
16,MKL2,14307633,3p,57496,,F,F,PT1_Y11.4,24968937,NCI-RID
16,MKL2,14307633,3p,57496,,F,F,PT1_Y11.4,24968937,NCI-RID
16,MKL2,14307633,3p,57496,,F,F,PT1_Y11.4,24968937,NCI-RID
16,MKL2,14307633,3p,57496,,F,F,PT1_Y11.4,24968937,NCI-RID
16,MKL2,14307633,3p,57496,,F,F,PT1_Y11.4,24968937,NCI-RID
16,MKL2,14307633,3p,57496,,F,F,PT1_Y11.4,24968937,NCI-RID
16,MKL2,14307633,3p,57496,,F,F,PT1_Y11.4,24968937,NCI-RID
16,MKL2,14307633,3p,57496,,F,F,PT1_Y11.4,24968937,NCI-RID
16,MKL2,14307633,3p,57496,,F,F,PT1_Y11.4,24968937,NCI-RID
16,MKL2,14307633,3p,57496,,F,F,PT1_Y11.4,24968937,NCI-RID
16,MKL2,14307633,3p,57496,,F,F,PT1_Y11.4,24968937,NCI-RID
16,MKL2,14307633,3p,57496,,F,F,PT1_Y11.4,24968937,NCI-RID
16,MKL2,14307633,3p,57496,,F,F,PT1_Y11.4,24968937,NCI-RID
16,MKL2,14307633,3p,57496,,F,F,PT1_Y11.4,24968937,NCI-RID
16,MKL2,14307633,3p,57496,,F,F,PT1_Y11.4,24968937,NCI-RID
19,NOSIP,50079055,3p,51070,,R,R,PT1_Y11.4,24968937,NCI-RID
16,NDE1,15738248,3p,54820,,F,R,PT5_Y14.5,24968937,NCI-RID
17,IKZF3,37960976,3p,22806,,R,F,PT3_Y7.2,24968937,NCI-RID
17,TNRC6C,76083679,3p,57690,,F,F,PT1_Y11.4,24968937,NCI-RID
11,GDPD5,75215968,5p,81544,,R,R,PT1_Y11.4,24968937,NCI-RID
12,MLF2,6858388,3p,8079,,R,R,PT1_Y11.4,24968937,NCI-RID
19,ZGLP1,10416716,3p,100125288,,R,R,PT1_Y11.4,24968937,NCI-RID
16,ZNF720,31740868,3p,124411,,F,R,PT1_Y11.4,24968937,NCI-RID
